S1A1(6);S2A1(6);S1H2(6);S2H2(6)
-54 dBm;-70 dBm;-53 dBm;-54 dBm
-54 dBm;-55 dBm;-54 dBm;-54 dBm
-70 dBm;-62 dBm;-64 dBm;-62 dBm
-53 dBm;-54 dBm;-52 dBm;-63 dBm
-63 dBm;-70 dBm;-52 dBm;-55 dBm
-50 dBm;-56 dBm;-54 dBm;-54 dBm
-52 dBm;-62 dBm;-54 dBm;-55 dBm
-71 dBm;-55 dBm;-54 dBm;-63 dBm
-53 dBm;-55 dBm;-64 dBm;-54 dBm
-63 dBm;-72 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-55 dBm
-54 dBm;-55 dBm;-54 dBm;-54 dBm
-54 dBm;-70 dBm;-54 dBm;-62 dBm
-53 dBm;-70 dBm;-63 dBm;-62 dBm
-55 dBm;-70 dBm;-55 dBm;-55 dBm
-53 dBm;-70 dBm;-53 dBm;-55 dBm
-53 dBm;-55 dBm;-54 dBm;-54 dBm
-72 dBm;-62 dBm;-63 dBm;-61 dBm
-54 dBm;-55 dBm;-54 dBm;-54 dBm
-53 dBm;-55 dBm;-54 dBm;-54 dBm
-63 dBm;-53 dBm;-55 dBm;-53 dBm
-54 dBm;-55 dBm;-54 dBm;-62 dBm
-69 dBm;-54 dBm;-63 dBm;-55 dBm
-55 dBm;-71 dBm;-55 dBm;-55 dBm
-63 dBm;-70 dBm;-55 dBm;-54 dBm
-64 dBm;-70 dBm;-54 dBm;-62 dBm
-54 dBm;-55 dBm;-54 dBm;-54 dBm
-71 dBm;-62 dBm;-55 dBm;-54 dBm
-55 dBm;-73 dBm;-54 dBm;-54 dBm
-63 dBm;-54 dBm;-52 dBm;-61 dBm
-55 dBm;-55 dBm;-55 dBm;-63 dBm
-70 dBm;-55 dBm;-55 dBm;-63 dBm
-55 dBm;-73 dBm;-63 dBm;-55 dBm
-55 dBm;-54 dBm;-55 dBm;-55 dBm
-63 dBm;-62 dBm;-53 dBm;-55 dBm
-55 dBm;-55 dBm;-54 dBm;-63 dBm
-71 dBm;-72 dBm;-63 dBm;-54 dBm
-55 dBm;-55 dBm;-54 dBm;-50 dBm
-64 dBm;-62 dBm;-54 dBm;-55 dBm
-55 dBm;-54 dBm;-54 dBm;-64 dBm
-70 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-55 dBm;-64 dBm;-50 dBm
-63 dBm;-72 dBm;-55 dBm;-54 dBm
-56 dBm;-55 dBm;-54 dBm;-63 dBm
-71 dBm;-62 dBm;-53 dBm;-55 dBm
-53 dBm;-63 dBm;-55 dBm;-50 dBm
-63 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-73 dBm;-54 dBm;-53 dBm
-72 dBm;-54 dBm;-55 dBm;-63 dBm
-54 dBm;-63 dBm;-55 dBm;-55 dBm
-63 dBm;-54 dBm;-63 dBm;-51 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-69 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-72 dBm;-54 dBm;-62 dBm
-64 dBm;-54 dBm;-55 dBm;-55 dBm
-64 dBm;-62 dBm;-55 dBm;-50 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-53 dBm;-54 dBm;-55 dBm
-70 dBm;-62 dBm;-54 dBm;-63 dBm
-70 dBm;-55 dBm;-40 dBm;-55 dBm
-70 dBm;-72 dBm;-53 dBm;-51 dBm
-54 dBm;-54 dBm;-54 dBm;-55 dBm
-55 dBm;-62 dBm;-54 dBm;-63 dBm
-63 dBm;-63 dBm;-54 dBm;-56 dBm
-54 dBm;-54 dBm;-41 dBm;-51 dBm
-56 dBm;-54 dBm;-55 dBm;-54 dBm
-71 dBm;-55 dBm;-56 dBm;-63 dBm
-55 dBm;-54 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-51 dBm
-54 dBm;-72 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-55 dBm;-63 dBm
-55 dBm;-62 dBm;-54 dBm;-51 dBm
-71 dBm;-51 dBm;-55 dBm;-55 dBm
-70 dBm;-54 dBm;-54 dBm;-62 dBm
-55 dBm;-72 dBm;-54 dBm;-55 dBm
-54 dBm;-53 dBm;-55 dBm;-51 dBm
-53 dBm;-72 dBm;-54 dBm;-55 dBm
-63 dBm;-55 dBm;-54 dBm;-62 dBm
-51 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-62 dBm;-55 dBm;-51 dBm
-70 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-55 dBm;-62 dBm
-55 dBm;-73 dBm;-55 dBm;-55 dBm
-63 dBm;-55 dBm;-54 dBm;-55 dBm
-63 dBm;-62 dBm;-54 dBm;-50 dBm
-54 dBm;-54 dBm;-54 dBm;-55 dBm
-70 dBm;-54 dBm;-54 dBm;-62 dBm
-70 dBm;-70 dBm;-54 dBm;-63 dBm
-53 dBm;-55 dBm;-55 dBm;-54 dBm
-53 dBm;-62 dBm;-54 dBm;-51 dBm
-63 dBm;-55 dBm;-63 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-62 dBm
-70 dBm;-55 dBm;-55 dBm;-63 dBm
-54 dBm;-53 dBm;-54 dBm;-63 dBm
-63 dBm;-56 dBm;-54 dBm;-55 dBm
-55 dBm;-54 dBm;-54 dBm;-51 dBm
-69 dBm;-54 dBm;-54 dBm;-54 dBm
-53 dBm;-71 dBm;-54 dBm;-63 dBm
-63 dBm;-55 dBm;-54 dBm;-62 dBm
-55 dBm;-62 dBm;-54 dBm;-55 dBm
-70 dBm;-55 dBm;-54 dBm;-50 dBm
-53 dBm;-71 dBm;-55 dBm;-54 dBm
-54 dBm;-53 dBm;-55 dBm;-62 dBm
-70 dBm;-62 dBm;-55 dBm;-54 dBm
-56 dBm;-55 dBm;-55 dBm;-55 dBm
-53 dBm;-71 dBm;-53 dBm;-55 dBm
-54 dBm;-70 dBm;-52 dBm;-52 dBm
-54 dBm;-71 dBm;-55 dBm;-55 dBm
-54 dBm;-55 dBm;-55 dBm;-63 dBm
-54 dBm;-54 dBm;-53 dBm;-55 dBm
-55 dBm;-55 dBm;-54 dBm;-50 dBm
-54 dBm;-54 dBm;-55 dBm;-53 dBm
-51 dBm;-54 dBm;-56 dBm;-61 dBm
-71 dBm;-55 dBm;-54 dBm;-55 dBm
-52 dBm;-55 dBm;-54 dBm;-51 dBm
-63 dBm;-61 dBm;-41 dBm;-55 dBm
-55 dBm;-53 dBm;-53 dBm;-62 dBm
-54 dBm;-55 dBm;-55 dBm;-54 dBm
-54 dBm;-52 dBm;-51 dBm;-51 dBm
-55 dBm;-53 dBm;-54 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-61 dBm
-54 dBm;-71 dBm;-55 dBm;-55 dBm
-52 dBm;-70 dBm;-50 dBm;-53 dBm
-70 dBm;-54 dBm;-55 dBm;-51 dBm
-55 dBm;-62 dBm;-54 dBm;-55 dBm
-55 dBm;-63 dBm;-50 dBm;-53 dBm
-72 dBm;-52 dBm;-54 dBm;-55 dBm
-55 dBm;-54 dBm;-55 dBm;-56 dBm
-55 dBm;-54 dBm;-50 dBm;-63 dBm
-71 dBm;-54 dBm;-54 dBm;-52 dBm
-54 dBm;-52 dBm;-54 dBm;-51 dBm
-55 dBm;-71 dBm;-51 dBm;-55 dBm
-72 dBm;-55 dBm;-55 dBm;-55 dBm
-55 dBm;-62 dBm;-55 dBm;-55 dBm
-54 dBm;-54 dBm;-51 dBm;-55 dBm
-54 dBm;-72 dBm;-55 dBm;-55 dBm
-54 dBm;-70 dBm;-55 dBm;-54 dBm
-70 dBm;-55 dBm;-54 dBm;-63 dBm
-54 dBm;-63 dBm;-51 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-51 dBm
-55 dBm;-54 dBm;-54 dBm;-55 dBm
-53 dBm;-51 dBm;-51 dBm;-63 dBm
-54 dBm;-54 dBm;-52 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-51 dBm
-70 dBm;-55 dBm;-50 dBm;-52 dBm
-70 dBm;-71 dBm;-53 dBm;-63 dBm
-56 dBm;-55 dBm;-54 dBm;-54 dBm
-70 dBm;-59 dBm;-52 dBm;-51 dBm
-70 dBm;-72 dBm;-54 dBm;-54 dBm
-70 dBm;-54 dBm;-55 dBm;-62 dBm
-54 dBm;-62 dBm;-54 dBm;-55 dBm
-55 dBm;-54 dBm;-54 dBm;-51 dBm
-63 dBm;-54 dBm;-51 dBm;-54 dBm
-56 dBm;-70 dBm;-55 dBm;-61 dBm
-70 dBm;-70 dBm;-54 dBm;-55 dBm
-54 dBm;-54 dBm;-50 dBm;-52 dBm
-55 dBm;-62 dBm;-55 dBm;-55 dBm
-55 dBm;-53 dBm;-54 dBm;-62 dBm
-64 dBm;-72 dBm;-52 dBm;-53 dBm
-53 dBm;-54 dBm;-53 dBm;-55 dBm
-70 dBm;-55 dBm;-55 dBm;-52 dBm
-70 dBm;-55 dBm;-52 dBm;-54 dBm
-55 dBm;-63 dBm;-56 dBm;-56 dBm
-70 dBm;-70 dBm;-54 dBm;-62 dBm
-55 dBm;-55 dBm;-51 dBm;-54 dBm
-69 dBm;-55 dBm;-54 dBm;-55 dBm
-54 dBm;-55 dBm;-54 dBm;-55 dBm
-54 dBm;-54 dBm;-52 dBm;-52 dBm
-54 dBm;-62 dBm;-55 dBm;-55 dBm
-54 dBm;-55 dBm;-55 dBm;-63 dBm
-55 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-54 dBm;-50 dBm;-51 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-55 dBm;-55 dBm;-52 dBm;-63 dBm
-70 dBm;-71 dBm;-51 dBm;-52 dBm
-55 dBm;-55 dBm;-55 dBm;-53 dBm
-54 dBm;-55 dBm;-63 dBm;-52 dBm
-71 dBm;-55 dBm;-55 dBm;-56 dBm
-54 dBm;-62 dBm;-51 dBm;-62 dBm
-55 dBm;-55 dBm;-55 dBm;-54 dBm
-55 dBm;-70 dBm;-63 dBm;-54 dBm
-53 dBm;-54 dBm;-55 dBm;-52 dBm
-54 dBm;-62 dBm;-51 dBm;-54 dBm
-72 dBm;-54 dBm;-55 dBm;-61 dBm
-54 dBm;-71 dBm;-55 dBm;-54 dBm
-55 dBm;-54 dBm;-50 dBm;-51 dBm
-54 dBm;-62 dBm;-55 dBm;-55 dBm
-69 dBm;-54 dBm;-63 dBm;-63 dBm
-54 dBm;-56 dBm;-55 dBm;-54 dBm
-55 dBm;-54 dBm;-51 dBm;-51 dBm
-72 dBm;-54 dBm;-55 dBm;-54 dBm
-56 dBm;-55 dBm;-63 dBm;-62 dBm
-64 dBm;-71 dBm;-55 dBm;-54 dBm
-52 dBm;-55 dBm;-51 dBm;-53 dBm
-55 dBm;-51 dBm;-55 dBm;-53 dBm
-71 dBm;-55 dBm;-54 dBm;-63 dBm
-70 dBm;-62 dBm;-53 dBm;-55 dBm
-70 dBm;-55 dBm;-63 dBm;-52 dBm
-70 dBm;-55 dBm;-54 dBm;-54 dBm
-54 dBm;-54 dBm;-52 dBm;-62 dBm
-63 dBm;-54 dBm;-54 dBm;-55 dBm
-54 dBm;-55 dBm;-63 dBm;-52 dBm
-71 dBm;-70 dBm;-55 dBm;-52 dBm
-55 dBm;-56 dBm;-52 dBm;-62 dBm
-55 dBm;-54 dBm;-52 dBm;-55 dBm
-72 dBm;-70 dBm;-63 dBm;-52 dBm
-54 dBm;-55 dBm;-55 dBm;-54 dBm
-54 dBm;-61 dBm;-52 dBm;-62 dBm
-70 dBm;-54 dBm;-52 dBm;-63 dBm
-54 dBm;-54 dBm;-53 dBm;-62 dBm
-53 dBm;-55 dBm;-55 dBm;-55 dBm
-70 dBm;-71 dBm;-54 dBm;-53 dBm
-55 dBm;-54 dBm;-56 dBm;-56 dBm
-54 dBm;-53 dBm;-54 dBm;-62 dBm
-53 dBm;-54 dBm;-63 dBm;-54 dBm
-55 dBm;-70 dBm;-54 dBm;-52 dBm
-54 dBm;-54 dBm;-51 dBm;-54 dBm
-54 dBm;-62 dBm;-55 dBm;-62 dBm
-63 dBm;-63 dBm;-63 dBm;-63 dBm
-55 dBm;-63 dBm;-55 dBm;-54 dBm
-54 dBm;-52 dBm;-52 dBm;-52 dBm
-54 dBm;-51 dBm;-54 dBm;-53 dBm
-54 dBm;-52 dBm;-63 dBm;-54 dBm
-55 dBm;-51 dBm;-54 dBm;-63 dBm
-71 dBm;-53 dBm;-55 dBm;-55 dBm
-54 dBm;-52 dBm;-52 dBm;-53 dBm
-55 dBm;-71 dBm;-55 dBm;-52 dBm
-70 dBm;-53 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-52 dBm
-55 dBm;-62 dBm;-52 dBm;-54 dBm
-72 dBm;-54 dBm;-53 dBm;-62 dBm
-72 dBm;-52 dBm;-54 dBm;-54 dBm
-55 dBm;-53 dBm;-51 dBm;-52 dBm
-70 dBm;-53 dBm;-54 dBm;-55 dBm
-55 dBm;-51 dBm;-54 dBm;-54 dBm
-71 dBm;-71 dBm;-51 dBm;-54 dBm
-55 dBm;-55 dBm;-54 dBm;-61 dBm
-63 dBm;-63 dBm;-55 dBm;-55 dBm
-55 dBm;-54 dBm;-52 dBm;-52 dBm
-70 dBm;-71 dBm;-52 dBm;-55 dBm
-52 dBm;-54 dBm;-63 dBm;-61 dBm
-55 dBm;-55 dBm;-55 dBm;-55 dBm
-55 dBm;-62 dBm;-52 dBm;-52 dBm
-55 dBm;-62 dBm;-54 dBm;-55 dBm
-55 dBm;-54 dBm;-55 dBm;-62 dBm
-63 dBm;-55 dBm;-52 dBm;-56 dBm
-55 dBm;-70 dBm;-52 dBm;-53 dBm
-55 dBm;-54 dBm;-53 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-62 dBm
-52 dBm;-62 dBm;-52 dBm;-61 dBm
-71 dBm;-54 dBm;-54 dBm;-54 dBm
-70 dBm;-55 dBm;-54 dBm;-53 dBm
-70 dBm;-71 dBm;-52 dBm;-54 dBm
-70 dBm;-54 dBm;-54 dBm;-63 dBm
-55 dBm;-62 dBm;-54 dBm;-56 dBm
-64 dBm;-71 dBm;-52 dBm;-53 dBm
-55 dBm;-54 dBm;-55 dBm;-54 dBm
-55 dBm;-55 dBm;-55 dBm;-62 dBm
-54 dBm;-62 dBm;-52 dBm;-55 dBm
-72 dBm;-55 dBm;-54 dBm;-53 dBm
-55 dBm;-71 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-52 dBm;-61 dBm
-64 dBm;-62 dBm;-55 dBm;-54 dBm
-53 dBm;-54 dBm;-55 dBm;-53 dBm
-55 dBm;-72 dBm;-53 dBm;-40 dBm
-70 dBm;-54 dBm;-54 dBm;-40 dBm
-53 dBm;-62 dBm;-55 dBm;-39 dBm
-54 dBm;-55 dBm;-52 dBm;-55 dBm
-63 dBm;-72 dBm;-53 dBm;-61 dBm
-54 dBm;-54 dBm;-63 dBm;-53 dBm
-54 dBm;-62 dBm;-55 dBm;-55 dBm
-72 dBm;-54 dBm;-52 dBm;-63 dBm
-72 dBm;-72 dBm;-54 dBm;-55 dBm
-72 dBm;-56 dBm;-55 dBm;-53 dBm
-71 dBm;-62 dBm;-52 dBm;-55 dBm
-71 dBm;-53 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-54 dBm;-62 dBm
-71 dBm;-52 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-53 dBm
-52 dBm;-72 dBm;-54 dBm;-52 dBm
-52 dBm;-72 dBm;-54 dBm;-53 dBm
-55 dBm;-72 dBm;-54 dBm;-50 dBm
-72 dBm;-71 dBm;-54 dBm;-51 dBm
-72 dBm;-56 dBm;-53 dBm;-53 dBm
-72 dBm;-71 dBm;-52 dBm;-62 dBm
-71 dBm;-62 dBm;-55 dBm;-54 dBm
-71 dBm;-55 dBm;-54 dBm;-53 dBm
-55 dBm;-56 dBm;-53 dBm;-55 dBm
-54 dBm;-72 dBm;-55 dBm;-61 dBm
-71 dBm;-55 dBm;-54 dBm;-53 dBm
-52 dBm;-62 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-72 dBm;-55 dBm;-62 dBm
-72 dBm;-72 dBm;-54 dBm;-54 dBm
-54 dBm;-72 dBm;-53 dBm;-53 dBm
-63 dBm;-55 dBm;-55 dBm;-54 dBm
-55 dBm;-61 dBm;-54 dBm;-62 dBm
-55 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-71 dBm;-54 dBm;-53 dBm
-55 dBm;-54 dBm;-53 dBm;-54 dBm
-54 dBm;-62 dBm;-54 dBm;-53 dBm
-54 dBm;-56 dBm;-54 dBm;-63 dBm
-51 dBm;-71 dBm;-53 dBm;-55 dBm
-72 dBm;-55 dBm;-55 dBm;-41 dBm
-72 dBm;-54 dBm;-55 dBm;-55 dBm
-54 dBm;-54 dBm;-52 dBm;-54 dBm
-63 dBm;-71 dBm;-53 dBm;-53 dBm
-53 dBm;-54 dBm;-55 dBm;-54 dBm
-71 dBm;-54 dBm;-55 dBm;-62 dBm
-54 dBm;-62 dBm;-53 dBm;-54 dBm
-54 dBm;-54 dBm;-55 dBm;-53 dBm
-72 dBm;-55 dBm;-55 dBm;-53 dBm
-72 dBm;-71 dBm;-55 dBm;-63 dBm
-71 dBm;-55 dBm;-54 dBm;-55 dBm
-72 dBm;-62 dBm;-53 dBm;-53 dBm
-71 dBm;-55 dBm;-53 dBm;-54 dBm
-55 dBm;-71 dBm;-54 dBm;-62 dBm
-63 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-61 dBm;-53 dBm;-54 dBm
-72 dBm;-54 dBm;-54 dBm;-53 dBm
-55 dBm;-71 dBm;-53 dBm;-40 dBm
-63 dBm;-55 dBm;-55 dBm;-54 dBm
-54 dBm;-62 dBm;-54 dBm;-63 dBm
-71 dBm;-53 dBm;-53 dBm;-55 dBm
-55 dBm;-54 dBm;-53 dBm;-53 dBm
-63 dBm;-54 dBm;-40 dBm;-55 dBm
-55 dBm;-54 dBm;-55 dBm;-62 dBm
-71 dBm;-71 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-53 dBm;-54 dBm
-63 dBm;-62 dBm;-52 dBm;-53 dBm
-64 dBm;-54 dBm;-55 dBm;-55 dBm
-54 dBm;-54 dBm;-63 dBm;-63 dBm
-54 dBm;-54 dBm;-55 dBm;-54 dBm
-71 dBm;-54 dBm;-53 dBm;-53 dBm
-55 dBm;-71 dBm;-53 dBm;-55 dBm
-63 dBm;-55 dBm;-54 dBm;-63 dBm
-55 dBm;-54 dBm;-54 dBm;-55 dBm
-71 dBm;-54 dBm;-54 dBm;-53 dBm
-54 dBm;-62 dBm;-63 dBm;-55 dBm
-64 dBm;-53 dBm;-55 dBm;-62 dBm
-54 dBm;-70 dBm;-52 dBm;-63 dBm
-70 dBm;-53 dBm;-55 dBm;-62 dBm
-55 dBm;-71 dBm;-54 dBm;-54 dBm
-54 dBm;-62 dBm;-53 dBm;-54 dBm
-64 dBm;-54 dBm;-55 dBm;-49 dBm
-54 dBm;-71 dBm;-55 dBm;-52 dBm
-55 dBm;-55 dBm;-53 dBm;-54 dBm
-55 dBm;-62 dBm;-56 dBm;-63 dBm
-71 dBm;-53 dBm;-54 dBm;-54 dBm
-55 dBm;-53 dBm;-53 dBm;-54 dBm
-54 dBm;-71 dBm;-55 dBm;-54 dBm
-55 dBm;-71 dBm;-63 dBm;-53 dBm
-63 dBm;-55 dBm;-54 dBm;-53 dBm
-54 dBm;-62 dBm;-53 dBm;-62 dBm
-52 dBm;-54 dBm;-56 dBm;-54 dBm
-54 dBm;-71 dBm;-62 dBm;-53 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-55 dBm;-62 dBm;-53 dBm;-62 dBm
-55 dBm;-51 dBm;-53 dBm;-55 dBm
-70 dBm;-51 dBm;-54 dBm;-53 dBm
-54 dBm;-53 dBm;-40 dBm;-55 dBm
-63 dBm;-53 dBm;-41 dBm;-61 dBm
-64 dBm;-71 dBm;-39 dBm;-62 dBm
-52 dBm;-54 dBm;-55 dBm;-53 dBm
-71 dBm;-70 dBm;-54 dBm;-53 dBm
-55 dBm;-71 dBm;-63 dBm;-54 dBm
-63 dBm;-61 dBm;-53 dBm;-63 dBm
-54 dBm;-54 dBm;-53 dBm;-54 dBm
-70 dBm;-55 dBm;-39 dBm;-53 dBm
-53 dBm;-55 dBm;-54 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-63 dBm
-53 dBm;-71 dBm;-63 dBm;-54 dBm
-54 dBm;-54 dBm;-55 dBm;-53 dBm
-70 dBm;-62 dBm;-40 dBm;-54 dBm
-54 dBm;-55 dBm;-54 dBm;-63 dBm
-64 dBm;-71 dBm;-63 dBm;-54 dBm
-55 dBm;-54 dBm;-53 dBm;-53 dBm
-70 dBm;-62 dBm;-54 dBm;-55 dBm
-54 dBm;-54 dBm;-54 dBm;-62 dBm
-54 dBm;-71 dBm;-52 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-53 dBm
-63 dBm;-63 dBm;-63 dBm;-53 dBm
-54 dBm;-71 dBm;-54 dBm;-56 dBm
-72 dBm;-55 dBm;-53 dBm;-62 dBm
-70 dBm;-62 dBm;-53 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-71 dBm;-63 dBm;-62 dBm
-72 dBm;-54 dBm;-53 dBm;-54 dBm
-71 dBm;-62 dBm;-54 dBm;-53 dBm
-54 dBm;-53 dBm;-63 dBm;-54 dBm
-64 dBm;-71 dBm;-53 dBm;-41 dBm
-54 dBm;-70 dBm;-54 dBm;-54 dBm
-71 dBm;-54 dBm;-63 dBm;-61 dBm
-54 dBm;-54 dBm;-55 dBm;-55 dBm
-64 dBm;-54 dBm;-53 dBm;-54 dBm
-54 dBm;-71 dBm;-55 dBm;-54 dBm
-55 dBm;-70 dBm;-63 dBm;-62 dBm
-54 dBm;-70 dBm;-55 dBm;-54 dBm
-71 dBm;-62 dBm;-54 dBm;-54 dBm
-71 dBm;-54 dBm;-54 dBm;-55 dBm
-71 dBm;-53 dBm;-63 dBm;-55 dBm
-70 dBm;-54 dBm;-54 dBm;-62 dBm
-54 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-56 dBm;-55 dBm;-54 dBm
-63 dBm;-55 dBm;-63 dBm;-55 dBm
-55 dBm;-55 dBm;-63 dBm;-62 dBm
-71 dBm;-71 dBm;-54 dBm;-54 dBm
-55 dBm;-70 dBm;-53 dBm;-54 dBm
-63 dBm;-71 dBm;-53 dBm;-52 dBm
-55 dBm;-55 dBm;-63 dBm;-62 dBm
-55 dBm;-63 dBm;-54 dBm;-55 dBm
-55 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-54 dBm;-54 dBm;-55 dBm
-54 dBm;-54 dBm;-40 dBm;-63 dBm
-54 dBm;-52 dBm;-54 dBm;-54 dBm
-71 dBm;-71 dBm;-55 dBm;-53 dBm
-55 dBm;-70 dBm;-63 dBm;-54 dBm
-54 dBm;-55 dBm;-56 dBm;-62 dBm
-70 dBm;-62 dBm;-53 dBm;-63 dBm
-54 dBm;-54 dBm;-55 dBm;-54 dBm
-63 dBm;-62 dBm;-63 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-53 dBm
-71 dBm;-52 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-55 dBm;-52 dBm
-52 dBm;-53 dBm;-63 dBm;-54 dBm
-50 dBm;-54 dBm;-55 dBm;-52 dBm
-50 dBm;-72 dBm;-54 dBm;-54 dBm
-54 dBm;-72 dBm;-55 dBm;-52 dBm
-54 dBm;-71 dBm;-63 dBm;-62 dBm
-54 dBm;-63 dBm;-54 dBm;-54 dBm
-56 dBm;-72 dBm;-54 dBm;-54 dBm
-53 dBm;-56 dBm;-56 dBm;-54 dBm
-71 dBm;-63 dBm;-54 dBm;-63 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-51 dBm;-72 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-54 dBm;-52 dBm
-50 dBm;-54 dBm;-63 dBm;-63 dBm
-53 dBm;-51 dBm;-55 dBm;-54 dBm
-70 dBm;-51 dBm;-54 dBm;-53 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-53 dBm;-41 dBm;-62 dBm
-55 dBm;-71 dBm;-55 dBm;-56 dBm
-54 dBm;-55 dBm;-63 dBm;-55 dBm
-64 dBm;-62 dBm;-54 dBm;-63 dBm
-55 dBm;-54 dBm;-53 dBm;-54 dBm
-70 dBm;-53 dBm;-54 dBm;-55 dBm
-55 dBm;-55 dBm;-54 dBm;-53 dBm
-55 dBm;-55 dBm;-55 dBm;-63 dBm
-54 dBm;-55 dBm;-63 dBm;-54 dBm
-54 dBm;-52 dBm;-55 dBm;-54 dBm
-63 dBm;-70 dBm;-54 dBm;-54 dBm
-53 dBm;-54 dBm;-54 dBm;-62 dBm
-55 dBm;-63 dBm;-63 dBm;-53 dBm
-71 dBm;-55 dBm;-53 dBm;-39 dBm
-52 dBm;-55 dBm;-53 dBm;-53 dBm
-53 dBm;-55 dBm;-54 dBm;-54 dBm
-54 dBm;-56 dBm;-63 dBm;-52 dBm
-63 dBm;-54 dBm;-55 dBm;-52 dBm
-63 dBm;-70 dBm;-54 dBm;-52 dBm
-56 dBm;-54 dBm;-54 dBm;-53 dBm
-71 dBm;-63 dBm;-54 dBm;-62 dBm
-54 dBm;-55 dBm;-53 dBm;-55 dBm
-63 dBm;-50 dBm;-52 dBm;-54 dBm
-55 dBm;-54 dBm;-52 dBm;-63 dBm
-71 dBm;-51 dBm;-55 dBm;-55 dBm
-70 dBm;-51 dBm;-54 dBm;-54 dBm
-54 dBm;-53 dBm;-53 dBm;-54 dBm
-64 dBm;-70 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-63 dBm;-54 dBm
-55 dBm;-62 dBm;-54 dBm;-54 dBm
-71 dBm;-54 dBm;-53 dBm;-54 dBm
-55 dBm;-55 dBm;-63 dBm;-55 dBm
-54 dBm;-54 dBm;-54 dBm;-63 dBm
-71 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-71 dBm;-53 dBm;-56 dBm
-64 dBm;-70 dBm;-40 dBm;-54 dBm
-54 dBm;-70 dBm;-55 dBm;-54 dBm
-71 dBm;-55 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-63 dBm;-54 dBm;-54 dBm
-54 dBm;-53 dBm;-53 dBm;-54 dBm
-63 dBm;-55 dBm;-53 dBm;-63 dBm
-54 dBm;-71 dBm;-63 dBm;-54 dBm
-71 dBm;-53 dBm;-54 dBm;-54 dBm
-63 dBm;-62 dBm;-54 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-62 dBm
-54 dBm;-52 dBm;-63 dBm;-55 dBm
-68 dBm;-54 dBm;-63 dBm;-53 dBm
-54 dBm;-53 dBm;-54 dBm;-53 dBm
-63 dBm;-52 dBm;-54 dBm;-55 dBm
-54 dBm;-71 dBm;-54 dBm;-62 dBm
-72 dBm;-71 dBm;-40 dBm;-54 dBm
-55 dBm;-53 dBm;-54 dBm;-39 dBm
-63 dBm;-55 dBm;-54 dBm;-54 dBm
-54 dBm;-55 dBm;-63 dBm;-62 dBm
-72 dBm;-52 dBm;-54 dBm;-54 dBm
