S1A1(3);S2A1(3);S1E1(3);S2E1(3)
-55 dBm;-55 dBm;-57 dBm;-54 dBm
-55 dBm;-55 dBm;-57 dBm;-55 dBm
-51 dBm;-52 dBm;-57 dBm;-55 dBm
-51 dBm;-72 dBm;-57 dBm;-52 dBm
-80 dBm;-55 dBm;-57 dBm;-71 dBm
-52 dBm;-54 dBm;-58 dBm;-53 dBm
-80 dBm;-55 dBm;-56 dBm;-55 dBm
-55 dBm;-54 dBm;-57 dBm;-55 dBm
-54 dBm;-80 dBm;-56 dBm;-54 dBm
-54 dBm;-55 dBm;-57 dBm;-54 dBm
-79 dBm;-54 dBm;-57 dBm;-71 dBm
-54 dBm;-82 dBm;-57 dBm;-54 dBm
-52 dBm;-55 dBm;-57 dBm;-54 dBm
-79 dBm;-69 dBm;-56 dBm;-54 dBm
-55 dBm;-53 dBm;-58 dBm;-53 dBm
-55 dBm;-80 dBm;-57 dBm;-55 dBm
-55 dBm;-56 dBm;-56 dBm;-54 dBm
-57 dBm;-55 dBm;-57 dBm;-73 dBm
-82 dBm;-81 dBm;-58 dBm;-55 dBm
-55 dBm;-54 dBm;-57 dBm;-53 dBm
-55 dBm;-54 dBm;-58 dBm;-54 dBm
-54 dBm;-52 dBm;-55 dBm;-54 dBm
-55 dBm;-82 dBm;-52 dBm;-53 dBm
-57 dBm;-56 dBm;-52 dBm;-56 dBm
-57 dBm;-54 dBm;-53 dBm;-55 dBm
-57 dBm;-55 dBm;-52 dBm;-52 dBm
-50 dBm;-54 dBm;-55 dBm;-56 dBm
-52 dBm;-54 dBm;-55 dBm;-51 dBm
-53 dBm;-54 dBm;-57 dBm;-53 dBm
-79 dBm;-55 dBm;-57 dBm;-50 dBm
-56 dBm;-79 dBm;-56 dBm;-71 dBm
-54 dBm;-54 dBm;-58 dBm;-54 dBm
-55 dBm;-72 dBm;-57 dBm;-54 dBm
-52 dBm;-55 dBm;-58 dBm;-55 dBm
-53 dBm;-79 dBm;-59 dBm;-54 dBm
-53 dBm;-54 dBm;-58 dBm;-54 dBm
-53 dBm;-54 dBm;-58 dBm;-54 dBm
-55 dBm;-80 dBm;-55 dBm;-72 dBm
-79 dBm;-80 dBm;-54 dBm;-55 dBm
-79 dBm;-54 dBm;-53 dBm;-52 dBm
-55 dBm;-55 dBm;-56 dBm;-68 dBm
-56 dBm;-81 dBm;-53 dBm;-71 dBm
-55 dBm;-54 dBm;-50 dBm;-54 dBm
-57 dBm;-72 dBm;-58 dBm;-55 dBm
-57 dBm;-54 dBm;-54 dBm;-54 dBm
-57 dBm;-80 dBm;-57 dBm;-54 dBm
-57 dBm;-55 dBm;-57 dBm;-71 dBm
-57 dBm;-55 dBm;-57 dBm;-68 dBm
-58 dBm;-52 dBm;-57 dBm;-55 dBm
-58 dBm;-81 dBm;-55 dBm;-54 dBm
-58 dBm;-55 dBm;-57 dBm;-72 dBm
-57 dBm;-54 dBm;-56 dBm;-54 dBm
-52 dBm;-53 dBm;-57 dBm;-53 dBm
-80 dBm;-81 dBm;-57 dBm;-52 dBm
-54 dBm;-54 dBm;-57 dBm;-52 dBm
-57 dBm;-69 dBm;-56 dBm;-53 dBm
-53 dBm;-55 dBm;-57 dBm;-54 dBm
-80 dBm;-52 dBm;-57 dBm;-69 dBm
-54 dBm;-55 dBm;-58 dBm;-55 dBm
-55 dBm;-53 dBm;-54 dBm;-54 dBm
-53 dBm;-53 dBm;-54 dBm;-54 dBm
-52 dBm;-50 dBm;-57 dBm;-87 dBm
-57 dBm;-69 dBm;-55 dBm;-53 dBm
-57 dBm;-55 dBm;-54 dBm;-54 dBm
-50 dBm;-82 dBm;-55 dBm;-54 dBm
-57 dBm;-55 dBm;-52 dBm;-52 dBm
-81 dBm;-54 dBm;-54 dBm;-54 dBm
-52 dBm;-54 dBm;-53 dBm;-54 dBm
-55 dBm;-54 dBm;-50 dBm;-54 dBm
-57 dBm;-54 dBm;-54 dBm;-55 dBm
-55 dBm;-54 dBm;-53 dBm;-52 dBm
-54 dBm;-55 dBm;-56 dBm;-55 dBm
-55 dBm;-81 dBm;-57 dBm;-54 dBm
-52 dBm;-54 dBm;-57 dBm;-54 dBm
-53 dBm;-70 dBm;-57 dBm;-52 dBm
-81 dBm;-53 dBm;-57 dBm;-55 dBm
-54 dBm;-54 dBm;-57 dBm;-52 dBm
-56 dBm;-80 dBm;-58 dBm;-55 dBm
-55 dBm;-55 dBm;-55 dBm;-55 dBm
-58 dBm;-69 dBm;-55 dBm;-53 dBm
-52 dBm;-69 dBm;-55 dBm;-51 dBm
-79 dBm;-55 dBm;-54 dBm;-72 dBm
-80 dBm;-54 dBm;-54 dBm;-55 dBm
-55 dBm;-55 dBm;-56 dBm;-55 dBm
-54 dBm;-55 dBm;-57 dBm;-69 dBm
-56 dBm;-50 dBm;-58 dBm;-54 dBm
-55 dBm;-53 dBm;-57 dBm;-89 dBm
-54 dBm;-54 dBm;-58 dBm;-54 dBm
-55 dBm;-81 dBm;-51 dBm;-55 dBm
-82 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-54 dBm;-53 dBm;-54 dBm
-53 dBm;-69 dBm;-52 dBm;-55 dBm
-55 dBm;-55 dBm;-57 dBm;-55 dBm
-56 dBm;-80 dBm;-53 dBm;-52 dBm
-58 dBm;-55 dBm;-53 dBm;-54 dBm
-58 dBm;-69 dBm;-53 dBm;-54 dBm
-59 dBm;-55 dBm;-53 dBm;-54 dBm
-80 dBm;-56 dBm;-53 dBm;-54 dBm
-53 dBm;-55 dBm;-57 dBm;-55 dBm
-55 dBm;-55 dBm;-56 dBm;-55 dBm
-80 dBm;-55 dBm;-58 dBm;-71 dBm
-55 dBm;-79 dBm;-58 dBm;-53 dBm
-55 dBm;-56 dBm;-57 dBm;-54 dBm
-55 dBm;-52 dBm;-58 dBm;-54 dBm
-55 dBm;-55 dBm;-58 dBm;-68 dBm
-55 dBm;-55 dBm;-55 dBm;-55 dBm
-58 dBm;-50 dBm;-52 dBm;-52 dBm
-58 dBm;-51 dBm;-51 dBm;-52 dBm
-57 dBm;-55 dBm;-54 dBm;-55 dBm
-58 dBm;-52 dBm;-53 dBm;-54 dBm
-58 dBm;-55 dBm;-56 dBm;-54 dBm
-57 dBm;-51 dBm;-56 dBm;-54 dBm
-56 dBm;-53 dBm;-54 dBm;-55 dBm
-52 dBm;-54 dBm;-53 dBm;-53 dBm
-52 dBm;-55 dBm;-53 dBm;-71 dBm
-53 dBm;-78 dBm;-53 dBm;-55 dBm
-53 dBm;-55 dBm;-52 dBm;-54 dBm
-56 dBm;-71 dBm;-88 dBm;-55 dBm
-53 dBm;-55 dBm;-57 dBm;-55 dBm
-54 dBm;-55 dBm;-54 dBm;-69 dBm
-77 dBm;-53 dBm;-54 dBm;-52 dBm
-55 dBm;-82 dBm;-53 dBm;-87 dBm
-55 dBm;-55 dBm;-51 dBm;-55 dBm
-55 dBm;-69 dBm;-52 dBm;-69 dBm
-55 dBm;-55 dBm;-91 dBm;-55 dBm
-55 dBm;-53 dBm;-56 dBm;-54 dBm
-56 dBm;-54 dBm;-55 dBm;-54 dBm
-57 dBm;-54 dBm;-55 dBm;-55 dBm
-57 dBm;-54 dBm;-57 dBm;-55 dBm
-56 dBm;-54 dBm;-53 dBm;-71 dBm
-57 dBm;-52 dBm;-52 dBm;-54 dBm
-57 dBm;-53 dBm;-52 dBm;-54 dBm
-57 dBm;-55 dBm;-51 dBm;-53 dBm
-53 dBm;-81 dBm;-54 dBm;-54 dBm
-81 dBm;-54 dBm;-90 dBm;-72 dBm
-55 dBm;-56 dBm;-51 dBm;-54 dBm
-54 dBm;-80 dBm;-54 dBm;-55 dBm
-58 dBm;-55 dBm;-54 dBm;-54 dBm
-79 dBm;-69 dBm;-52 dBm;-56 dBm
-54 dBm;-50 dBm;-57 dBm;-54 dBm
-55 dBm;-69 dBm;-57 dBm;-53 dBm
-52 dBm;-69 dBm;-57 dBm;-55 dBm
-79 dBm;-54 dBm;-57 dBm;-55 dBm
-55 dBm;-50 dBm;-58 dBm;-52 dBm
-56 dBm;-55 dBm;-57 dBm;-53 dBm
-52 dBm;-53 dBm;-58 dBm;-70 dBm
-54 dBm;-53 dBm;-52 dBm;-54 dBm
-55 dBm;-54 dBm;-52 dBm;-53 dBm
-54 dBm;-52 dBm;-52 dBm;-53 dBm
-51 dBm;-53 dBm;-53 dBm;-54 dBm
-80 dBm;-50 dBm;-52 dBm;-55 dBm
-56 dBm;-69 dBm;-89 dBm;-55 dBm
-54 dBm;-52 dBm;-90 dBm;-54 dBm
-55 dBm;-69 dBm;-56 dBm;-53 dBm
-81 dBm;-69 dBm;-58 dBm;-68 dBm
-54 dBm;-54 dBm;-57 dBm;-53 dBm
-55 dBm;-68 dBm;-58 dBm;-55 dBm
-54 dBm;-54 dBm;-57 dBm;-54 dBm
-55 dBm;-71 dBm;-57 dBm;-72 dBm
-53 dBm;-54 dBm;-58 dBm;-90 dBm
-78 dBm;-55 dBm;-57 dBm;-54 dBm
-53 dBm;-55 dBm;-56 dBm;-72 dBm
-55 dBm;-55 dBm;-57 dBm;-54 dBm
-52 dBm;-56 dBm;-58 dBm;-90 dBm
-55 dBm;-55 dBm;-56 dBm;-54 dBm
-55 dBm;-53 dBm;-58 dBm;-54 dBm
-54 dBm;-53 dBm;-52 dBm;-55 dBm
-57 dBm;-55 dBm;-51 dBm;-53 dBm
-50 dBm;-50 dBm;-53 dBm;-55 dBm
-82 dBm;-78 dBm;-54 dBm;-52 dBm
-54 dBm;-54 dBm;-53 dBm;-55 dBm
-55 dBm;-52 dBm;-55 dBm;-54 dBm
-55 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-54 dBm;-56 dBm;-69 dBm
-55 dBm;-55 dBm;-51 dBm;-53 dBm
-56 dBm;-53 dBm;-52 dBm;-72 dBm
-55 dBm;-79 dBm;-53 dBm;-55 dBm
-52 dBm;-55 dBm;-52 dBm;-53 dBm
-53 dBm;-55 dBm;-51 dBm;-55 dBm
-55 dBm;-55 dBm;-56 dBm;-54 dBm
-55 dBm;-53 dBm;-53 dBm;-54 dBm
-79 dBm;-53 dBm;-53 dBm;-55 dBm
-52 dBm;-56 dBm;-54 dBm;-55 dBm
-56 dBm;-78 dBm;-53 dBm;-52 dBm
-58 dBm;-54 dBm;-53 dBm;-52 dBm
-81 dBm;-72 dBm;-56 dBm;-54 dBm
-55 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-55 dBm;-53 dBm
-54 dBm;-53 dBm;-56 dBm;-50 dBm
-56 dBm;-54 dBm;-56 dBm;-54 dBm
-55 dBm;-53 dBm;-57 dBm;-54 dBm
-54 dBm;-55 dBm;-57 dBm;-54 dBm
-79 dBm;-55 dBm;-57 dBm;-54 dBm
-52 dBm;-54 dBm;-58 dBm;-55 dBm
-56 dBm;-54 dBm;-57 dBm;-87 dBm
-55 dBm;-53 dBm;-53 dBm;-55 dBm
-55 dBm;-78 dBm;-52 dBm;-68 dBm
-57 dBm;-55 dBm;-53 dBm;-54 dBm
-58 dBm;-52 dBm;-52 dBm;-55 dBm
-58 dBm;-54 dBm;-53 dBm;-69 dBm
-58 dBm;-79 dBm;-54 dBm;-54 dBm
-58 dBm;-54 dBm;-54 dBm;-88 dBm
-52 dBm;-54 dBm;-52 dBm;-53 dBm
-77 dBm;-79 dBm;-53 dBm;-55 dBm
-55 dBm;-53 dBm;-54 dBm;-54 dBm
-57 dBm;-71 dBm;-51 dBm;-53 dBm
-51 dBm;-54 dBm;-58 dBm;-51 dBm
-78 dBm;-52 dBm;-53 dBm;-52 dBm
-53 dBm;-54 dBm;-52 dBm;-54 dBm
-54 dBm;-55 dBm;-54 dBm;-88 dBm
-58 dBm;-80 dBm;-53 dBm;-53 dBm
-80 dBm;-54 dBm;-52 dBm;-52 dBm
-81 dBm;-72 dBm;-88 dBm;-54 dBm
-55 dBm;-54 dBm;-90 dBm;-53 dBm
-54 dBm;-53 dBm;-90 dBm;-53 dBm
-55 dBm;-54 dBm;-90 dBm;-54 dBm
-54 dBm;-52 dBm;-89 dBm;-54 dBm
-54 dBm;-53 dBm;-57 dBm;-54 dBm
-54 dBm;-78 dBm;-53 dBm;-54 dBm
-54 dBm;-53 dBm;-54 dBm;-53 dBm
-52 dBm;-53 dBm;-53 dBm;-54 dBm
-54 dBm;-54 dBm;-54 dBm;-89 dBm
-77 dBm;-52 dBm;-53 dBm;-54 dBm
-54 dBm;-55 dBm;-91 dBm;-54 dBm
-57 dBm;-54 dBm;-89 dBm;-54 dBm
-55 dBm;-72 dBm;-57 dBm;-54 dBm
-80 dBm;-55 dBm;-53 dBm;-54 dBm
-80 dBm;-79 dBm;-54 dBm;-54 dBm
-53 dBm;-54 dBm;-54 dBm;-54 dBm
-57 dBm;-54 dBm;-53 dBm;-55 dBm
-52 dBm;-81 dBm;-53 dBm;-68 dBm
-53 dBm;-54 dBm;-90 dBm;-68 dBm
-55 dBm;-69 dBm;-90 dBm;-54 dBm
-55 dBm;-55 dBm;-58 dBm;-52 dBm
-53 dBm;-53 dBm;-58 dBm;-52 dBm
-78 dBm;-56 dBm;-57 dBm;-54 dBm
-55 dBm;-53 dBm;-57 dBm;-52 dBm
-54 dBm;-55 dBm;-57 dBm;-50 dBm
-57 dBm;-55 dBm;-58 dBm;-53 dBm
-58 dBm;-54 dBm;-58 dBm;-69 dBm
-52 dBm;-56 dBm;-57 dBm;-54 dBm
-79 dBm;-53 dBm;-58 dBm;-72 dBm
-53 dBm;-53 dBm;-58 dBm;-54 dBm
-54 dBm;-77 dBm;-58 dBm;-55 dBm
-56 dBm;-77 dBm;-57 dBm;-53 dBm
-52 dBm;-54 dBm;-58 dBm;-54 dBm
-80 dBm;-54 dBm;-58 dBm;-52 dBm
-54 dBm;-79 dBm;-57 dBm;-54 dBm
-57 dBm;-55 dBm;-57 dBm;-54 dBm
-55 dBm;-72 dBm;-56 dBm;-52 dBm
-81 dBm;-54 dBm;-58 dBm;-55 dBm
-80 dBm;-53 dBm;-58 dBm;-54 dBm
-54 dBm;-81 dBm;-58 dBm;-54 dBm
-57 dBm;-55 dBm;-57 dBm;-52 dBm
-53 dBm;-72 dBm;-57 dBm;-58 dBm
-53 dBm;-52 dBm;-57 dBm;-53 dBm
-58 dBm;-54 dBm;-57 dBm;-72 dBm
-58 dBm;-79 dBm;-55 dBm;-54 dBm
-55 dBm;-81 dBm;-55 dBm;-55 dBm
-80 dBm;-81 dBm;-53 dBm;-55 dBm
-55 dBm;-81 dBm;-53 dBm;-54 dBm
-79 dBm;-80 dBm;-52 dBm;-55 dBm
-54 dBm;-80 dBm;-52 dBm;-54 dBm
-54 dBm;-79 dBm;-52 dBm;-54 dBm
-57 dBm;-80 dBm;-53 dBm;-55 dBm
-55 dBm;-52 dBm;-53 dBm;-54 dBm
-52 dBm;-52 dBm;-53 dBm;-54 dBm
-52 dBm;-69 dBm;-52 dBm;-54 dBm
-83 dBm;-53 dBm;-53 dBm;-72 dBm
-55 dBm;-54 dBm;-52 dBm;-54 dBm
-55 dBm;-53 dBm;-55 dBm;-52 dBm
-53 dBm;-54 dBm;-52 dBm;-54 dBm
-56 dBm;-55 dBm;-54 dBm;-54 dBm
-53 dBm;-71 dBm;-53 dBm;-52 dBm
-83 dBm;-53 dBm;-52 dBm;-54 dBm
-83 dBm;-80 dBm;-54 dBm;-69 dBm
-55 dBm;-52 dBm;-54 dBm;-72 dBm
-54 dBm;-55 dBm;-56 dBm;-72 dBm
-54 dBm;-71 dBm;-52 dBm;-55 dBm
-54 dBm;-55 dBm;-52 dBm;-54 dBm
-54 dBm;-54 dBm;-51 dBm;-72 dBm
-53 dBm;-53 dBm;-52 dBm;-54 dBm
-55 dBm;-56 dBm;-54 dBm;-55 dBm
-52 dBm;-54 dBm;-56 dBm;-72 dBm
-80 dBm;-71 dBm;-51 dBm;-54 dBm
-52 dBm;-54 dBm;-52 dBm;-55 dBm
-55 dBm;-53 dBm;-53 dBm;-55 dBm
-55 dBm;-55 dBm;-53 dBm;-54 dBm
-55 dBm;-52 dBm;-53 dBm;-54 dBm
-55 dBm;-54 dBm;-89 dBm;-54 dBm
-54 dBm;-50 dBm;-55 dBm;-53 dBm
-53 dBm;-50 dBm;-52 dBm;-51 dBm
-84 dBm;-79 dBm;-53 dBm;-71 dBm
-54 dBm;-79 dBm;-52 dBm;-52 dBm
-56 dBm;-54 dBm;-53 dBm;-54 dBm
-55 dBm;-59 dBm;-53 dBm;-54 dBm
-54 dBm;-58 dBm;-88 dBm;-54 dBm
-81 dBm;-58 dBm;-89 dBm;-54 dBm
-55 dBm;-58 dBm;-89 dBm;-54 dBm
-56 dBm;-53 dBm;-55 dBm;-54 dBm
-54 dBm;-71 dBm;-56 dBm;-72 dBm
-78 dBm;-51 dBm;-54 dBm;-54 dBm
-78 dBm;-79 dBm;-55 dBm;-55 dBm
-76 dBm;-55 dBm;-53 dBm;-54 dBm
-79 dBm;-58 dBm;-52 dBm;-55 dBm
-55 dBm;-51 dBm;-51 dBm;-68 dBm
-55 dBm;-79 dBm;-53 dBm;-54 dBm
-56 dBm;-54 dBm;-52 dBm;-52 dBm
-53 dBm;-58 dBm;-51 dBm;-51 dBm
-82 dBm;-81 dBm;-52 dBm;-72 dBm
-56 dBm;-55 dBm;-52 dBm;-55 dBm
-56 dBm;-57 dBm;-53 dBm;-51 dBm
-55 dBm;-81 dBm;-52 dBm;-54 dBm
-53 dBm;-80 dBm;-54 dBm;-47 dBm
-56 dBm;-80 dBm;-53 dBm;-54 dBm
-56 dBm;-79 dBm;-53 dBm;-51 dBm
-55 dBm;-52 dBm;-54 dBm;-53 dBm
-56 dBm;-55 dBm;-53 dBm;-52 dBm
-58 dBm;-55 dBm;-53 dBm;-69 dBm
-57 dBm;-53 dBm;-52 dBm;-54 dBm
-57 dBm;-53 dBm;-54 dBm;-49 dBm
-57 dBm;-77 dBm;-53 dBm;-68 dBm
-58 dBm;-54 dBm;-52 dBm;-51 dBm
-56 dBm;-58 dBm;-90 dBm;-69 dBm
-57 dBm;-79 dBm;-90 dBm;-50 dBm
-58 dBm;-55 dBm;-89 dBm;-48 dBm
-57 dBm;-57 dBm;-89 dBm;-51 dBm
-57 dBm;-58 dBm;-88 dBm;-52 dBm
-56 dBm;-80 dBm;-88 dBm;-71 dBm
-57 dBm;-52 dBm;-89 dBm;-53 dBm
-57 dBm;-58 dBm;-88 dBm;-52 dBm
-56 dBm;-80 dBm;-88 dBm;-53 dBm
-58 dBm;-55 dBm;-90 dBm;-53 dBm
-58 dBm;-55 dBm;-89 dBm;-53 dBm
-56 dBm;-53 dBm;-90 dBm;-54 dBm
-56 dBm;-54 dBm;-89 dBm;-68 dBm
-56 dBm;-56 dBm;-90 dBm;-52 dBm
-57 dBm;-54 dBm;-88 dBm;-53 dBm
-57 dBm;-79 dBm;-89 dBm;-52 dBm
-57 dBm;-54 dBm;-87 dBm;-53 dBm
-57 dBm;-69 dBm;-57 dBm;-54 dBm
-54 dBm;-57 dBm;-52 dBm;-72 dBm
-54 dBm;-57 dBm;-90 dBm;-54 dBm
-53 dBm;-77 dBm;-91 dBm;-68 dBm
-56 dBm;-55 dBm;-88 dBm;-54 dBm
-54 dBm;-57 dBm;-87 dBm;-52 dBm
-83 dBm;-80 dBm;-54 dBm;-51 dBm
-54 dBm;-55 dBm;-55 dBm;-52 dBm
-81 dBm;-71 dBm;-55 dBm;-51 dBm
-55 dBm;-54 dBm;-53 dBm;-52 dBm
-55 dBm;-80 dBm;-57 dBm;-71 dBm
-54 dBm;-53 dBm;-52 dBm;-54 dBm
-83 dBm;-71 dBm;-53 dBm;-51 dBm
-81 dBm;-50 dBm;-54 dBm;-51 dBm
-55 dBm;-78 dBm;-53 dBm;-53 dBm
-81 dBm;-52 dBm;-53 dBm;-49 dBm
-81 dBm;-52 dBm;-89 dBm;-49 dBm
-56 dBm;-54 dBm;-90 dBm;-53 dBm
-54 dBm;-54 dBm;-90 dBm;-49 dBm
-54 dBm;-55 dBm;-90 dBm;-53 dBm
-55 dBm;-55 dBm;-90 dBm;-52 dBm
-52 dBm;-54 dBm;-90 dBm;-54 dBm
-54 dBm;-52 dBm;-89 dBm;-53 dBm
-53 dBm;-53 dBm;-58 dBm;-54 dBm
-84 dBm;-77 dBm;-51 dBm;-50 dBm
-54 dBm;-53 dBm;-53 dBm;-53 dBm
-56 dBm;-50 dBm;-54 dBm;-52 dBm
-53 dBm;-81 dBm;-53 dBm;-54 dBm
-81 dBm;-55 dBm;-51 dBm;-54 dBm
-55 dBm;-53 dBm;-91 dBm;-52 dBm
-55 dBm;-79 dBm;-90 dBm;-53 dBm
-56 dBm;-54 dBm;-89 dBm;-71 dBm
-55 dBm;-71 dBm;-90 dBm;-53 dBm
-55 dBm;-55 dBm;-90 dBm;-53 dBm
-55 dBm;-80 dBm;-57 dBm;-52 dBm
-54 dBm;-55 dBm;-53 dBm;-71 dBm
-55 dBm;-77 dBm;-53 dBm;-51 dBm
-54 dBm;-71 dBm;-53 dBm;-52 dBm
-56 dBm;-54 dBm;-53 dBm;-53 dBm
-84 dBm;-52 dBm;-54 dBm;-53 dBm
-55 dBm;-55 dBm;-88 dBm;-52 dBm
-55 dBm;-54 dBm;-89 dBm;-68 dBm
-56 dBm;-53 dBm;-90 dBm;-52 dBm
-84 dBm;-80 dBm;-58 dBm;-53 dBm
-55 dBm;-55 dBm;-58 dBm;-53 dBm
-54 dBm;-73 dBm;-52 dBm;-90 dBm
-53 dBm;-51 dBm;-54 dBm;-56 dBm
-82 dBm;-83 dBm;-57 dBm;-72 dBm
-55 dBm;-52 dBm;-54 dBm;-71 dBm
-55 dBm;-51 dBm;-54 dBm;-71 dBm
-57 dBm;-80 dBm;-54 dBm;-72 dBm
-82 dBm;-52 dBm;-91 dBm;-72 dBm
-53 dBm;-72 dBm;-89 dBm;-72 dBm
-57 dBm;-58 dBm;-90 dBm;-69 dBm
-53 dBm;-51 dBm;-90 dBm;-71 dBm
-56 dBm;-50 dBm;-89 dBm;-69 dBm
-55 dBm;-50 dBm;-57 dBm;-72 dBm
-53 dBm;-53 dBm;-53 dBm;-72 dBm
-56 dBm;-52 dBm;-53 dBm;
-84 dBm;-53 dBm;-51 dBm;
-53 dBm;-54 dBm;-50 dBm;
-55 dBm;-82 dBm;-53 dBm;
-56 dBm;-54 dBm;-88 dBm;
-54 dBm;-81 dBm;-87 dBm;
-56 dBm;-55 dBm;-89 dBm;
-83 dBm;-72 dBm;-88 dBm;
-55 dBm;-53 dBm;-88 dBm;
-55 dBm;-79 dBm;-57 dBm;
-56 dBm;-54 dBm;-52 dBm;
-56 dBm;-51 dBm;-51 dBm;
-57 dBm;-51 dBm;-53 dBm;
-58 dBm;-50 dBm;-54 dBm;
-52 dBm;-58 dBm;-54 dBm;
-83 dBm;-78 dBm;-91 dBm;
-55 dBm;-55 dBm;-89 dBm;
-57 dBm;-58 dBm;-90 dBm;
-55 dBm;-78 dBm;-88 dBm;
-82 dBm;-78 dBm;-89 dBm;
-55 dBm;-78 dBm;-57 dBm;
-55 dBm;-77 dBm;-53 dBm;
-52 dBm;-52 dBm;-53 dBm;
-82 dBm;-58 dBm;-53 dBm;
-55 dBm;-78 dBm;-53 dBm;
-54 dBm;-55 dBm;-52 dBm;
-55 dBm;-51 dBm;-90 dBm;
-55 dBm;-79 dBm;-89 dBm;
-54 dBm;-78 dBm;-53 dBm;
-83 dBm;-78 dBm;-56 dBm;
-55 dBm;-78 dBm;-57 dBm;
-56 dBm;-77 dBm;-53 dBm;
-55 dBm;-55 dBm;-53 dBm;
-54 dBm;-71 dBm;-53 dBm;
-85 dBm;-52 dBm;-53 dBm;
-53 dBm;-78 dBm;-53 dBm;
-56 dBm;-55 dBm;-90 dBm;
-56 dBm;-71 dBm;-90 dBm;
-54 dBm;-55 dBm;-87 dBm;
-82 dBm;-53 dBm;-57 dBm;
-55 dBm;-54 dBm;-52 dBm;
-56 dBm;-54 dBm;-53 dBm;
-55 dBm;-53 dBm;-53 dBm;
-83 dBm;-76 dBm;-53 dBm;
-84 dBm;-76 dBm;-53 dBm;
-85 dBm;-54 dBm;-91 dBm;
-82 dBm;-54 dBm;-91 dBm;
-55 dBm;-77 dBm;-91 dBm;
-56 dBm;-54 dBm;-90 dBm;
-55 dBm;-54 dBm;-91 dBm;
-80 dBm;-54 dBm;-91 dBm;
-55 dBm;-55 dBm;-90 dBm;
-54 dBm;-53 dBm;-54 dBm;
-56 dBm;-53 dBm;-53 dBm;
-81 dBm;-77 dBm;-52 dBm;
-56 dBm;-77 dBm;-52 dBm;
-55 dBm;-77 dBm;-53 dBm;
-56 dBm;-76 dBm;-53 dBm;
-55 dBm;-54 dBm;-90 dBm;
-53 dBm;-55 dBm;-88 dBm;
-55 dBm;-77 dBm;-90 dBm;
-54 dBm;-76 dBm;-90 dBm;
-53 dBm;-55 dBm;-89 dBm;
-79 dBm;-55 dBm;-91 dBm;
-54 dBm;-55 dBm;-90 dBm;
-53 dBm;-53 dBm;-55 dBm;
-54 dBm;-55 dBm;-52 dBm;
-53 dBm;-54 dBm;-52 dBm;
-51 dBm;-77 dBm;-54 dBm;
-53 dBm;-53 dBm;-54 dBm;
-53 dBm;-54 dBm;-54 dBm;
-53 dBm;-55 dBm;-88 dBm;
-57 dBm;-56 dBm;-91 dBm;
-55 dBm;-55 dBm;-88 dBm;
-79 dBm;-54 dBm;-90 dBm;
-80 dBm;-79 dBm;-90 dBm;
-53 dBm;-55 dBm;-90 dBm;
-56 dBm;-78 dBm;-54 dBm;
-79 dBm;-78 dBm;-53 dBm;
-55 dBm;-77 dBm;-53 dBm;
-55 dBm;-77 dBm;-54 dBm;
-53 dBm;-54 dBm;-53 dBm;
-81 dBm;-55 dBm;-52 dBm;
-54 dBm;-55 dBm;-89 dBm;
-54 dBm;-55 dBm;-88 dBm;
-55 dBm;-55 dBm;-88 dBm;
-82 dBm;-75 dBm;-91 dBm;
-53 dBm;-54 dBm;-88 dBm;
-55 dBm;-55 dBm;-88 dBm;
-53 dBm;-54 dBm;-89 dBm;
-78 dBm;-55 dBm;-54 dBm;
-54 dBm;-54 dBm;-53 dBm;
-56 dBm;-53 dBm;-53 dBm;
-56 dBm;-78 dBm;-53 dBm;
-78 dBm;-78 dBm;-53 dBm;
-54 dBm;-77 dBm;-54 dBm;
-55 dBm;-52 dBm;-88 dBm;
-55 dBm;-71 dBm;-90 dBm;
-54 dBm;-55 dBm;-89 dBm;
-77 dBm;-55 dBm;-89 dBm;
-55 dBm;-53 dBm;-91 dBm;
-55 dBm;-52 dBm;-89 dBm;
-55 dBm;-52 dBm;-91 dBm;
-55 dBm;-75 dBm;-55 dBm;
-54 dBm;-75 dBm;-52 dBm;
-54 dBm;-75 dBm;-90 dBm;
-53 dBm;-55 dBm;-91 dBm;
-54 dBm;-53 dBm;-90 dBm;
-55 dBm;-55 dBm;-89 dBm;
-52 dBm;-52 dBm;-90 dBm;
-52 dBm;-55 dBm;-89 dBm;
-52 dBm;-53 dBm;-89 dBm;
-78 dBm;-78 dBm;-54 dBm;
-79 dBm;-77 dBm;-53 dBm;
-55 dBm;-77 dBm;-51 dBm;
-53 dBm;-77 dBm;-52 dBm;
-56 dBm;-76 dBm;-52 dBm;
-54 dBm;-54 dBm;-52 dBm;
-78 dBm;-54 dBm;-89 dBm;
-55 dBm;-54 dBm;-90 dBm;
-57 dBm;-55 dBm;-90 dBm;
-55 dBm;-78 dBm;-89 dBm;
-53 dBm;-77 dBm;-90 dBm;
-55 dBm;-55 dBm;-91 dBm;
-81 dBm;-52 dBm;-88 dBm;
-55 dBm;-52 dBm;-55 dBm;
-56 dBm;-54 dBm;-57 dBm;
-55 dBm;-78 dBm;-53 dBm;
